text,label
I am struggling to stay awake at the moment,drowsy
There has been an accident during driving. Emergency support is required,emergency
I feel pressure while driving during night travel,stress
I feel nervous right now on this highway,stress
Something distracted me while driving during night travel. I am not fully focused,distraction
I feel drowsy right now,drowsy
I am starting to feel tired in heavy traffic,fatigue
I feel stressed in this traffic while travelling,stress
I feel confident while driving during driving,normal
I am overwhelmed while driving in heavy traffic. I feel pressure while driving,stress
I am fully focused while driving in heavy traffic,normal
Traffic conditions are manageable during driving,normal
I feel stressed in this traffic during night travel,stress
Noise outside is distracting me at the moment,distraction
Something distracted me while driving during driving,distraction
My body feels exhausted at the moment,fatigue
I can continue driving safely right now,normal
Sleepiness is affecting my focus during night travel,drowsy
I am driving comfortably during night travel,normal
I lost focus for a moment since morning,distraction
Driving is making me anxious at the moment. Driving is making me anxious,stress
I am unable to concentrate properly since morning. I am struggling to pay attention,distraction
Sleepiness is affecting my focus at the moment,drowsy
I need emergency assistance immediately in heavy traffic. I cannot control the vehicle,emergency
I lost focus for a moment while travelling,distraction
I cannot keep my eyes open since morning,drowsy
I feel mentally drained since morning. Driving for long hours is tiring,fatigue
Noise outside is distracting me for the past few minutes,distraction
I feel alert and active while travelling. I feel confident while driving,normal
Noise outside is distracting me. I missed the signal accidentally,distraction
I feel confident while driving,normal
I feel like sleeping immediately since morning,drowsy
Emergency support is required while travelling,emergency
My concentration is decreasing while travelling. My body feels exhausted,fatigue
I feel mentally drained since morning,fatigue
The driver is unresponsive on this highway. I cannot control the vehicle,emergency
I am losing energy slowly right now. Long driving is making me tired,fatigue
I feel drowsy right now at the moment. I feel like sleeping immediately,drowsy
I keep looking away from the road since morning,distraction
My body feels exhausted for the past few minutes. Long driving is making me tired,fatigue
Please send help quickly during night travel,emergency
I need emergency assistance immediately,emergency
Please send help quickly right now,emergency
Sleepiness is affecting my focus during night travel,drowsy
I am driving comfortably while travelling. I feel alert and active,normal
I think I need some rest in heavy traffic. I feel weak while driving,fatigue
This road condition is stressful at the moment. Driving is making me anxious,stress
I cannot keep my eyes open for the past few minutes,drowsy
I missed the signal accidentally at the moment. I am struggling to pay attention,distraction
I should probably stop for a break during night travel. I feel weak while driving,fatigue
Sleepiness is affecting my focus in heavy traffic,drowsy
I am panicking while driving since morning. Driving is making me anxious,stress
There has been an accident for the past few minutes,emergency
There has been an accident for the past few minutes,emergency
Everything feels normal on the road during night travel,normal
I cannot keep my eyes open in heavy traffic,drowsy
I am struggling to pay attention since morning,distraction
Noise outside is distracting me on this highway,distraction
I am losing energy slowly for the past few minutes. I feel mentally drained,fatigue
No issues while driving currently in heavy traffic,normal
Long driving is making me tired on this highway. Long driving is making me tired,fatigue
Everything feels normal on the road on this highway,normal
I am unable to concentrate properly on this highway,distraction
I feel confident while driving at the moment,normal
I can continue driving safely during night travel,normal
I am unable to concentrate properly at the moment,distraction
I am fully focused while driving at the moment,normal
My concentration is decreasing during driving,fatigue
I cannot keep my eyes open at the moment. I feel like sleeping immediately,drowsy
I am driving comfortably right now,normal
My attention keeps shifting at the moment,distraction
Heavy traffic is increasing my stress in heavy traffic. I am panicking while driving,stress
Driving is making me anxious for the past few minutes. I am overwhelmed while driving,stress
I missed the signal accidentally at the moment. My attention keeps shifting,distraction
My body feels exhausted right now,fatigue
I am overwhelmed while driving during night travel,stress
Critical situation on the road in heavy traffic. Critical situation on the road,emergency
I cannot keep my eyes open for the past few minutes,drowsy
I am not fully focused since morning,distraction
This road condition is stressful right now. I feel stressed in this traffic,stress
I keep looking away from the road since morning. I am not fully focused,distraction
Critical situation on the road for the past few minutes. The driver is unresponsive,emergency
I lost focus for a moment,distraction
I got distracted by my phone at the moment,distraction
My body feels exhausted right now,fatigue
There has been an accident since morning. Call emergency services now,emergency
Driving is making me anxious during driving. I am overwhelmed while driving,stress
I am losing energy slowly in heavy traffic,fatigue
I am unable to concentrate properly,distraction
I am struggling to pay attention during night travel. I am not fully focused,distraction
I think I need some rest during driving,fatigue
My attention keeps shifting in heavy traffic,distraction
Everything feels normal on the road,normal
I feel weak while driving in heavy traffic,fatigue
Everything feels normal on the road at the moment,normal
I feel mentally drained in heavy traffic,fatigue
I think I need some rest during night travel,fatigue
Driving is making me anxious right now. This situation is mentally exhausting,stress
I feel confident while driving at the moment,normal
I feel nervous right now at the moment. I feel nervous right now,stress
I feel sleepy while driving during night travel,drowsy
I think I need some rest. Driving for long hours is tiring,fatigue
My eyes are becoming heavy for the past few minutes. I feel drowsy right now,drowsy
Driving for long hours is tiring while travelling,fatigue
I feel stressed in this traffic while travelling,stress
No issues while driving currently on this highway. No issues while driving currently,normal
I might fall asleep soon for the past few minutes,drowsy
I cannot control the vehicle since morning,emergency
I feel nervous right now on this highway,stress
I feel nervous right now since morning,stress
I am emotionally disturbed,stress
The driver is unresponsive at the moment,emergency
I missed the signal accidentally for the past few minutes,distraction
Something distracted me while driving since morning,distraction
I can continue driving safely at the moment,normal
I feel alert and active since morning,normal
The driver is unresponsive during night travel,emergency
I feel nervous right now in heavy traffic,stress
I am emotionally disturbed,stress
Emergency support is required at the moment,emergency
Driving is making me anxious right now,stress
I feel like sleeping immediately at the moment,drowsy
I am driving comfortably for the past few minutes,normal
My eyes are becoming heavy in heavy traffic,drowsy
Call emergency services now on this highway,emergency
I feel pressure while driving during driving,stress
There has been an accident. Emergency support is required,emergency
My body feels exhausted,fatigue
I am not fully focused. I keep looking away from the road,distraction
I am driving comfortably at the moment,normal
I am fully focused while driving during driving,normal
I am barely staying awake on this highway. I am barely staying awake,drowsy
Noise outside is distracting me during driving,distraction
I feel confident while driving while travelling,normal
I can continue driving safely right now,normal
Long driving is making me tired for the past few minutes. I think I need some rest,fatigue
Critical situation on the road for the past few minutes. Call emergency services now,emergency
I am struggling to stay awake for the past few minutes,drowsy
I feel like sleeping immediately at the moment,drowsy
I cannot control the vehicle since morning,emergency
My attention keeps shifting since morning. I am unable to concentrate properly,distraction
Heavy traffic is increasing my stress,stress
Call emergency services now on this highway,emergency
I am struggling to pay attention during night travel. My attention keeps shifting,distraction
Driving is making me anxious during driving,stress
I am barely staying awake in heavy traffic. I feel sleepy while driving,drowsy
Immediate medical help is needed at the moment,emergency
Traffic conditions are manageable during driving,normal
I feel pressure while driving since morning,stress
I feel like sleeping immediately during driving,drowsy
Something distracted me while driving right now,distraction
Call emergency services now in heavy traffic. Please send help quickly,emergency
I feel nervous right now. Driving is making me anxious,stress
Yawning continuously while driving at the moment. I am struggling to stay awake,drowsy
I feel alert and active while travelling,normal
I missed the signal accidentally in heavy traffic,distraction
I am barely staying awake right now,drowsy
I cannot keep my eyes open since morning,drowsy
I might fall asleep soon during night travel. I feel sleepy while driving,drowsy
I am emotionally disturbed on this highway. I feel pressure while driving,stress
I am barely staying awake during driving,drowsy
I cannot keep my eyes open since morning. My eyes are becoming heavy,drowsy
I feel drowsy right now since morning,drowsy
I am overwhelmed while driving at the moment. This road condition is stressful,stress
I lost focus for a moment for the past few minutes,distraction
I cannot control the vehicle since morning,emergency
I feel drowsy right now on this highway,drowsy
I am panicking while driving since morning. This situation is mentally exhausting,stress
The driver is unresponsive since morning,emergency
Traffic conditions are manageable at the moment,normal
Traffic conditions are manageable at the moment. I can continue driving safely,normal
I feel sleepy while driving at the moment. Sleepiness is affecting my focus,drowsy
Critical situation on the road on this highway,emergency
Traffic conditions are manageable during night travel,normal
I feel stressed in this traffic on this highway. Heavy traffic is increasing my stress,stress
I am losing energy slowly at the moment,fatigue
Driving is making me anxious right now,stress
Critical situation on the road,emergency
I cannot control the vehicle during night travel. There has been an accident,emergency
My concentration is decreasing,fatigue
I am starting to feel tired on this highway,fatigue
Noise outside is distracting me during driving. I am struggling to pay attention,distraction
I am struggling to stay awake since morning,drowsy
No issues while driving currently right now,normal
Something distracted me while driving at the moment,distraction
The vehicle crashed suddenly,emergency
Heavy traffic is increasing my stress during driving,stress
This situation is mentally exhausting since morning,stress
My attention keeps shifting right now,distraction
I feel nervous right now while travelling,stress
I got distracted by my phone at the moment,distraction
I feel pressure while driving for the past few minutes,stress
I feel drowsy right now since morning. I am struggling to stay awake,drowsy
I keep looking away from the road on this highway,distraction
I feel sleepy while driving during night travel. I feel sleepy while driving,drowsy
The driver is unresponsive on this highway,emergency
I feel mentally drained during driving. I feel mentally drained,fatigue
I got distracted by my phone at the moment,distraction
Critical situation on the road for the past few minutes,emergency
Driving is making me anxious in heavy traffic,stress
I keep looking away from the road on this highway,distraction
I am not fully focused on this highway. Something distracted me while driving,distraction
I am not fully focused at the moment,distraction
I feel stressed in this traffic at the moment. I am panicking while driving,stress
Something distracted me while driving at the moment. I am not fully focused,distraction
I feel alert and active for the past few minutes,normal
Driving is making me anxious for the past few minutes,stress
Critical situation on the road right now,emergency
I am struggling to pay attention in heavy traffic. Something distracted me while driving,distraction
Immediate medical help is needed while travelling,emergency
Driving is making me anxious right now,stress
This road condition is stressful at the moment. I feel stressed in this traffic,stress
I should probably stop for a break during night travel,fatigue
Heavy traffic is increasing my stress while travelling. I am overwhelmed while driving,stress
Please send help quickly on this highway,emergency
My concentration is decreasing while travelling,fatigue
Emergency support is required at the moment,emergency
I feel alert and active for the past few minutes,normal
I missed the signal accidentally right now,distraction
I feel sleepy while driving,drowsy
This situation is mentally exhausting on this highway,stress
Long driving is making me tired right now,fatigue
I cannot keep my eyes open,drowsy
I am panicking while driving at the moment,stress
There has been an accident in heavy traffic,emergency
I might fall asleep soon during night travel,drowsy
I am overwhelmed while driving during night travel,stress
I am unable to concentrate properly on this highway. My attention keeps shifting,distraction
No issues while driving currently while travelling,normal
I am maintaining good concentration,normal
This road condition is stressful at the moment,stress
My concentration is decreasing in heavy traffic. I think I need some rest,fatigue
I cannot keep my eyes open on this highway,drowsy
This road condition is stressful while travelling,stress
Immediate medical help is needed on this highway,emergency
This road condition is stressful during night travel,stress
I feel drowsy right now. Sleepiness is affecting my focus,drowsy
I feel stressed in this traffic during driving. I am panicking while driving,stress
I am struggling to pay attention in heavy traffic,distraction
The drive is going smoothly during driving. I feel confident while driving,normal
I need emergency assistance immediately,emergency
I am maintaining good concentration while travelling,normal
Please send help quickly during driving,emergency
I am maintaining good concentration during night travel,normal
Please send help quickly in heavy traffic,emergency
I feel drowsy right now while travelling. I am struggling to stay awake,drowsy
Call emergency services now since morning,emergency
I am struggling to pay attention at the moment. I am unable to concentrate properly,distraction
Call emergency services now while travelling. Immediate medical help is needed,emergency
I am maintaining good concentration while travelling,normal
The driver is unresponsive,emergency
Call emergency services now right now. Please send help quickly,emergency
I feel drowsy right now in heavy traffic. I feel sleepy while driving,drowsy
This situation is mentally exhausting during driving,stress
There has been an accident,emergency
I should probably stop for a break. I feel weak while driving,fatigue
My concentration is decreasing at the moment. I feel mentally drained,fatigue
My attention keeps shifting during driving. Noise outside is distracting me,distraction
I feel mentally drained during night travel,fatigue
My body feels exhausted in heavy traffic. I feel weak while driving,fatigue
The driver is unresponsive during driving,emergency
Noise outside is distracting me since morning,distraction
Driving is making me anxious on this highway. I am overwhelmed while driving,stress
I feel pressure while driving in heavy traffic,stress
Noise outside is distracting me since morning. I am struggling to pay attention,distraction
I am overwhelmed while driving right now,stress
I got distracted by my phone since morning,distraction
Everything feels normal on the road since morning,normal
I am maintaining good concentration for the past few minutes. Traffic conditions are manageable,normal
This situation is mentally exhausting while travelling,stress
I lost focus for a moment at the moment. Something distracted me while driving,distraction
Long driving is making me tired at the moment,fatigue
I feel like sleeping immediately on this highway,drowsy
I feel drowsy right now in heavy traffic,drowsy
Please send help quickly since morning. I need emergency assistance immediately,emergency
I am struggling to pay attention during driving. I am struggling to pay attention,distraction
I feel like sleeping immediately during night travel. I am barely staying awake,drowsy
I am not fully focused during driving,distraction
I might fall asleep soon right now. My eyes are becoming heavy,drowsy
Emergency support is required for the past few minutes,emergency
I missed the signal accidentally for the past few minutes,distraction
Yawning continuously while driving right now. I feel sleepy while driving,drowsy
The driver is unresponsive while travelling. Emergency support is required,emergency
I feel pressure while driving during night travel,stress
There has been an accident since morning,emergency
I am driving comfortably right now,normal
I am starting to feel tired. I am losing energy slowly,fatigue
I feel sleepy while driving during night travel,drowsy
Something distracted me while driving while travelling. I got distracted by my phone,distraction
I can continue driving safely since morning. I am fully focused while driving,normal
I keep looking away from the road for the past few minutes,distraction
The vehicle crashed suddenly right now,emergency
Yawning continuously while driving since morning,drowsy
The drive is going smoothly at the moment,normal
Immediate medical help is needed for the past few minutes,emergency
I feel like sleeping immediately right now,drowsy
I am maintaining good concentration in heavy traffic,normal
I am struggling to stay awake in heavy traffic. Sleepiness is affecting my focus,drowsy
My eyes are becoming heavy while travelling. I feel drowsy right now,drowsy
I missed the signal accidentally while travelling,distraction
My attention keeps shifting since morning,distraction
Yawning continuously while driving on this highway. Sleepiness is affecting my focus,drowsy
I missed the signal accidentally,distraction
Critical situation on the road during night travel,emergency
I feel alert and active during driving. Traffic conditions are manageable,normal
I think I need some rest at the moment,fatigue
I lost focus for a moment at the moment,distraction
This road condition is stressful while travelling. I am panicking while driving,stress
Immediate medical help is needed during night travel,emergency
Call emergency services now while travelling. Please send help quickly,emergency
I might fall asleep soon for the past few minutes,drowsy
I am unable to concentrate properly right now. My attention keeps shifting,distraction
Everything feels normal on the road while travelling. I feel alert and active,normal
I am driving comfortably during night travel. I am fully focused while driving,normal
I feel mentally drained,fatigue
This situation is mentally exhausting,stress
No issues while driving currently during driving. I can continue driving safely,normal
I lost focus for a moment during night travel. I lost focus for a moment,distraction
Driving for long hours is tiring at the moment,fatigue
There has been an accident on this highway,emergency
The driver is unresponsive at the moment,emergency
I got distracted by my phone at the moment,distraction
I feel like sleeping immediately during night travel. I might fall asleep soon,drowsy
I feel nervous right now on this highway. Heavy traffic is increasing my stress,stress
I feel like sleeping immediately on this highway,drowsy
My concentration is decreasing while travelling,fatigue
Immediate medical help is needed at the moment,emergency
I am losing energy slowly in heavy traffic. I am losing energy slowly,fatigue
The vehicle crashed suddenly at the moment,emergency
I feel like sleeping immediately on this highway,drowsy
I cannot keep my eyes open for the past few minutes,drowsy
The drive is going smoothly while travelling,normal
I feel like sleeping immediately during driving,drowsy
I am maintaining good concentration on this highway,normal
I feel drowsy right now during night travel,drowsy
I missed the signal accidentally on this highway,distraction
Something distracted me while driving in heavy traffic,distraction
I feel stressed in this traffic for the past few minutes,stress
I might fall asleep soon during night travel,drowsy
Please send help quickly on this highway,emergency
I feel nervous right now right now,stress
Long driving is making me tired for the past few minutes,fatigue
This situation is mentally exhausting while travelling. I feel nervous right now,stress
I need emergency assistance immediately since morning,emergency
I feel nervous right now on this highway. This situation is mentally exhausting,stress
The vehicle crashed suddenly,emergency
My concentration is decreasing at the moment,fatigue
I am unable to concentrate properly in heavy traffic. I got distracted by my phone,distraction
I got distracted by my phone in heavy traffic,distraction
I keep looking away from the road for the past few minutes,distraction
My attention keeps shifting since morning,distraction
Driving for long hours is tiring at the moment,fatigue
I am fully focused while driving at the moment. Everything feels normal on the road,normal
My concentration is decreasing while travelling,fatigue
My concentration is decreasing for the past few minutes. I should probably stop for a break,fatigue
I am starting to feel tired,fatigue
Something distracted me while driving in heavy traffic,distraction
I am overwhelmed while driving during night travel. I feel stressed in this traffic,stress
I am maintaining good concentration on this highway,normal
I am unable to concentrate properly in heavy traffic. I keep looking away from the road,distraction
Please send help quickly in heavy traffic. I cannot control the vehicle,emergency
I am starting to feel tired right now,fatigue
I might fall asleep soon since morning. I feel like sleeping immediately,drowsy
Something distracted me while driving for the past few minutes,distraction
Traffic conditions are manageable in heavy traffic,normal
Noise outside is distracting me while travelling,distraction
My body feels exhausted while travelling,fatigue
This situation is mentally exhausting at the moment,stress
The drive is going smoothly during driving. The drive is going smoothly,normal
I cannot control the vehicle in heavy traffic,emergency
My attention keeps shifting,distraction
Sleepiness is affecting my focus while travelling. I feel drowsy right now,drowsy
This road condition is stressful while travelling,stress
Long driving is making me tired right now,fatigue
Emergency support is required since morning,emergency
I am struggling to pay attention for the past few minutes,distraction
I am fully focused while driving during driving,normal
Call emergency services now on this highway,emergency
I am unable to concentrate properly during driving,distraction
Emergency support is required during driving. The driver is unresponsive,emergency
My concentration is decreasing in heavy traffic,fatigue
The driver is unresponsive in heavy traffic. The vehicle crashed suddenly,emergency
I should probably stop for a break at the moment. I should probably stop for a break,fatigue
I can continue driving safely since morning,normal
I missed the signal accidentally on this highway,distraction
Driving is making me anxious on this highway,stress
My eyes are becoming heavy for the past few minutes,drowsy
I am struggling to pay attention for the past few minutes. Noise outside is distracting me,distraction
Please send help quickly during night travel,emergency
I feel alert and active in heavy traffic. I am fully focused while driving,normal
Traffic conditions are manageable at the moment. The drive is going smoothly,normal
Driving for long hours is tiring right now,fatigue
I feel drowsy right now,drowsy
My attention keeps shifting during night travel. I keep looking away from the road,distraction
I am struggling to stay awake for the past few minutes,drowsy
I am driving comfortably,normal
Heavy traffic is increasing my stress. Driving is making me anxious,stress
Everything feels normal on the road at the moment,normal
I am emotionally disturbed while travelling. I feel pressure while driving,stress
Immediate medical help is needed since morning. Call emergency services now,emergency
I might fall asleep soon for the past few minutes,drowsy
I should probably stop for a break for the past few minutes,fatigue
I missed the signal accidentally at the moment,distraction
Traffic conditions are manageable while travelling. I feel confident while driving,normal
Emergency support is required on this highway,emergency
I am overwhelmed while driving during night travel. Heavy traffic is increasing my stress,stress
I cannot control the vehicle in heavy traffic,emergency
Sleepiness is affecting my focus on this highway. I might fall asleep soon,drowsy
No issues while driving currently for the past few minutes. I feel alert and active,normal
Something distracted me while driving at the moment,distraction
I feel nervous right now while travelling,stress
I missed the signal accidentally right now,distraction
I feel pressure while driving at the moment,stress
I should probably stop for a break during night travel,fatigue
Immediate medical help is needed in heavy traffic,emergency
I keep looking away from the road while travelling,distraction
I think I need some rest for the past few minutes,fatigue
My body feels exhausted while travelling,fatigue
I am losing energy slowly since morning,fatigue
I feel weak while driving on this highway,fatigue
I feel weak while driving right now,fatigue
I feel alert and active since morning,normal
The driver is unresponsive,emergency
Long driving is making me tired,fatigue
The vehicle crashed suddenly during driving,emergency
Long driving is making me tired since morning,fatigue
I feel weak while driving while travelling,fatigue
I am emotionally disturbed while travelling,stress
Immediate medical help is needed since morning,emergency
I feel stressed in this traffic right now,stress
Sleepiness is affecting my focus right now,drowsy
I got distracted by my phone in heavy traffic,distraction
I feel mentally drained since morning,fatigue
I should probably stop for a break for the past few minutes,fatigue
I feel nervous right now on this highway. I am panicking while driving,stress
I feel sleepy while driving right now,drowsy
Immediate medical help is needed right now. There has been an accident,emergency
I feel drowsy right now for the past few minutes,drowsy
There has been an accident since morning,emergency
I feel weak while driving right now. Long driving is making me tired,fatigue
I am panicking while driving during driving. I feel pressure while driving,stress
I need emergency assistance immediately at the moment. The driver is unresponsive,emergency
Immediate medical help is needed at the moment,emergency
I feel weak while driving during driving,fatigue
My concentration is decreasing for the past few minutes,fatigue
I cannot keep my eyes open in heavy traffic,drowsy
I lost focus for a moment while travelling,distraction
I am overwhelmed while driving for the past few minutes,stress
I am struggling to stay awake on this highway,drowsy
Something distracted me while driving since morning. I got distracted by my phone,distraction
Call emergency services now,emergency
I am struggling to stay awake in heavy traffic. My eyes are becoming heavy,drowsy
Traffic conditions are manageable during night travel,normal
I think I need some rest during driving,fatigue
Traffic conditions are manageable for the past few minutes. I feel alert and active,normal
I feel nervous right now at the moment,stress
I need emergency assistance immediately at the moment,emergency
I am unable to concentrate properly while travelling,distraction
My attention keeps shifting since morning. I got distracted by my phone,distraction
Something distracted me while driving in heavy traffic,distraction
I am maintaining good concentration,normal
There has been an accident during night travel. The vehicle crashed suddenly,emergency
I am overwhelmed while driving on this highway,stress
Critical situation on the road during driving. There has been an accident,emergency
I feel like sleeping immediately during night travel,drowsy
I should probably stop for a break right now,fatigue
Immediate medical help is needed since morning,emergency
I feel confident while driving on this highway. I can continue driving safely,normal
I feel stressed in this traffic during night travel. I feel nervous right now,stress
I am panicking while driving at the moment,stress
I am losing energy slowly during night travel. Long driving is making me tired,fatigue
I am struggling to pay attention during night travel,distraction
I can continue driving safely in heavy traffic,normal
Call emergency services now right now,emergency
I think I need some rest on this highway,fatigue
Traffic conditions are manageable for the past few minutes,normal
Long driving is making me tired in heavy traffic,fatigue
Long driving is making me tired on this highway,fatigue
I feel stressed in this traffic in heavy traffic,stress
Long driving is making me tired since morning. Driving for long hours is tiring,fatigue
I feel confident while driving in heavy traffic,normal
My concentration is decreasing at the moment,fatigue
This road condition is stressful since morning,stress
Long driving is making me tired on this highway,fatigue
Noise outside is distracting me for the past few minutes,distraction
I lost focus for a moment while travelling,distraction
I feel stressed in this traffic in heavy traffic. I am overwhelmed while driving,stress
My concentration is decreasing during driving,fatigue
I keep looking away from the road right now,distraction
I feel confident while driving during night travel,normal
I got distracted by my phone in heavy traffic. My attention keeps shifting,distraction
I am emotionally disturbed during driving,stress
I am maintaining good concentration during driving,normal
I feel nervous right now during night travel,stress
I feel drowsy right now in heavy traffic. I am struggling to stay awake,drowsy
I feel like sleeping immediately for the past few minutes,drowsy
I should probably stop for a break since morning. I feel mentally drained,fatigue
Immediate medical help is needed for the past few minutes. I cannot control the vehicle,emergency
My concentration is decreasing. I feel weak while driving,fatigue
I cannot keep my eyes open at the moment,drowsy
Yawning continuously while driving in heavy traffic. I am barely staying awake,drowsy
I need emergency assistance immediately while travelling,emergency
There has been an accident since morning. The driver is unresponsive,emergency
There has been an accident,emergency
The driver is unresponsive on this highway. Please send help quickly,emergency
Everything feels normal on the road since morning,normal
My eyes are becoming heavy,drowsy
My eyes are becoming heavy at the moment. I am barely staying awake,drowsy
I got distracted by my phone right now. I am struggling to pay attention,distraction
I need emergency assistance immediately right now,emergency
Long driving is making me tired on this highway,fatigue
Something distracted me while driving on this highway. I am unable to concentrate properly,distraction
I keep looking away from the road for the past few minutes,distraction
I cannot control the vehicle at the moment,emergency
I need emergency assistance immediately right now. Emergency support is required,emergency
My concentration is decreasing since morning,fatigue
My attention keeps shifting during night travel. I got distracted by my phone,distraction
I feel like sleeping immediately right now,drowsy
I feel confident while driving right now,normal
Please send help quickly on this highway,emergency
I can continue driving safely right now,normal
My eyes are becoming heavy at the moment,drowsy
I am losing energy slowly at the moment. I feel weak while driving,fatigue
No issues while driving currently at the moment. I feel confident while driving,normal
Driving is making me anxious at the moment,stress
I need emergency assistance immediately during driving. The driver is unresponsive,emergency
I might fall asleep soon during night travel,drowsy
I feel alert and active at the moment,normal
Heavy traffic is increasing my stress during driving,stress
There has been an accident while travelling,emergency
I am losing energy slowly since morning,fatigue
I am struggling to stay awake while travelling,drowsy
I should probably stop for a break on this highway,fatigue
I am overwhelmed while driving for the past few minutes. I feel pressure while driving,stress
I feel drowsy right now while travelling. I am struggling to stay awake,drowsy
I feel mentally drained on this highway,fatigue
Everything feels normal on the road during night travel,normal
I feel confident while driving right now,normal
I need emergency assistance immediately on this highway. There has been an accident,emergency
Emergency support is required in heavy traffic,emergency
I am starting to feel tired in heavy traffic. My body feels exhausted,fatigue
I am losing energy slowly during driving,fatigue
This road condition is stressful,stress
I am fully focused while driving in heavy traffic,normal
I got distracted by my phone since morning,distraction
There has been an accident since morning. I need emergency assistance immediately,emergency
Emergency support is required in heavy traffic,emergency
Everything feels normal on the road at the moment. I feel confident while driving,normal
My eyes are becoming heavy during night travel,drowsy
I missed the signal accidentally on this highway,distraction
I can continue driving safely on this highway,normal
I feel drowsy right now,drowsy
I feel sleepy while driving at the moment,drowsy
Something distracted me while driving on this highway,distraction
I am struggling to pay attention during night travel,distraction
